ID,TAXON_ORDER,TAXON_ORDER_OUT,SCI_NAME,PRIMARY_COM_NAME,CATEGORY,AOU_IN,AOU_OUT,CBCSPCODE,SPORDER,FAMILY,GENUS,SPECIES,COMMON_NAME_IN,COMMON_NAME_OUT,CRC_SCI_NAME,CRC_COM_NAME,DIURNALLANDBIRD,eBird_Changes,NOTES,
1208,8390,8390,Falco columbarius,Merlin,species,3570,3570,ricmer,Falconiformes,Falconidae,Falco,columbarius,Richardson's Merlin,Merlin,Falco columbarius,Merlin,0,,,
1209,8390,8390,Falco columbarius,Merlin,species,3570,3570,riphaw,Falconiformes,Falconidae,Falco,columbarius,Merlin,Merlin,Falco columbarius,Merlin,0,,,
1210,8390,8390,Falco columbarius,Merlin,species,3570,3570,wephaw,Falconiformes,Falconidae,Falco,columbarius,Western Pigeon Hawk,Merlin,Falco columbarius,Merlin,0,,,
1211,8400,8390,Falco columbarius columbarius,Merlin (Taiga),subspecies,,,,Falconiformes,Falconidae,Falco,columbarius,,,,,0,,,
1212,8410,8390,Falco columbarius richardsoni,Merlin (Prairie),subspecies,,,,Falconiformes,Falconidae,Falco,columbarius,,,,,0,,,
1213,8420,8390,Falco columbarius suckleyi,Merlin (Black),subspecies,3570,3570,bkphaw,Falconiformes,Falconidae,Falco,columbarius,Black Pigeon Hawk,Merlin,,,0,,,
1214,8430,8430,Falco subbuteo,Eurasian Hobby,species,3561,3561,,Falconiformes,Falconidae,Falco,subbuteo,Northern Hobby,Northern Hobby,Falco subbuteo,Eurasian Hobby,0,,,
1215,8431,8431,Falco novaeseelandiae,New Zealand Falcon,species,,,,Falconiformes,Falconidae,Falco,novaeseelandiae,,,Falco novaezeelandiae,New Zealand Falcon,0,,,
1216,8432,8432,Falco subniger,Black Falcon,species,,,,Falconiformes,Falconidae,Falco,subniger,,,Falco subniger,Black Falcon,0,,,
1217,8440,8440,Falco femoralis,Aplomado Falcon,species,3590,3590,aplfal,Falconiformes,Falconidae,Falco,femoralis,Aplomado Falcon,Aplomado Falcon,Falco femoralis,Aplomado Falcon,0,,,
1218,8450,8450,Falco rufigularis,Bat Falcon,species,10530,10530,,Falconiformes,Falconidae,Falco,rufigularis,Bat Falcon,Bat Falcon,Falco rufigularis,Bat Falcon,0,,,
1219,8460,8460,Falco deiroleucus,Orange-breasted Falcon,species,,,,Falconiformes,Falconidae,Falco,deiroleucus,,,Falco deiroleucus,Orange-breasted Falcon,0,,,
1220,8461,8461,Falco biarmicus,Lanner Falcon,species,,,,Falconiformes,Falconidae,Falco,biarmicus,,,Falco biarmicus,Lanner Falcon,0,,,
1221,8462,8462,Falco cherrug,Saker Falcon,species,,,,Falconiformes,Falconidae,Falco,cherrug,,,Falco cherrug,Saker Falcon,0,,,
1222,8470,8470,Falco rusticolus,Gyrfalcon,species,3540,3540,blkgyr,Falconiformes,Falconidae,Falco,rusticolus,Black Gyrfalcon,Gyrfalcon,Falco rusticolus,Gyrfalcon,0,,,
1223,8470,8470,Falco rusticolus,Gyrfalcon,species,3540,3540,grygyr,Falconiformes,Falconidae,Falco,rusticolus,Gray Gyrfalcon,Gyrfalcon,Falco rusticolus,Gyrfalcon,0,,,
1224,8470,8470,Falco rusticolus,Gyrfalcon,species,3540,3540,gyrfal,Falconiformes,Falconidae,Falco,rusticolus,Gyrfalcon,Gyrfalcon,Falco rusticolus,Gyrfalcon,0,,,
1225,8470,8470,Falco rusticolus,Gyrfalcon,species,3540,3540,whigyr,Falconiformes,Falconidae,Falco,rusticolus,White Gyrfalcon,Gyrfalcon,Falco rusticolus,Gyrfalcon,0,,,
1226,8480,8480,Falco peregrinus,Peregrine Falcon,species,3560,3560,duchaw,Falconiformes,Falconidae,Falco,peregrinus,Duck Hawk,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,0,,,
1227,8480,8480,Falco peregrinus,Peregrine Falcon,species,3560,3560,perfal,Falconiformes,Falconidae,Falco,peregrinus,Peregrine Falcon,Peregrine Falcon,Falco peregrinus,Peregrine Falcon,0,,,
1228,8480.99,8480.99,Falco columbarius/peregrinus,Merlin/Peregrine Falcon,slash,,,y00142,Falconiformes,Falconidae,Falco,,Merlin/Peregrine Falcon,,,,0,,,
1229,8480.99,8480.99,Falco peregrinus/mexicanus,Peregrine Falcon/Prairie Falcon,slash,,,y00148,Falconiformes,Falconidae,Falco,,Peregrine Falcon/Prairie Falcon,,,,0,,,
1230,8490,8480,Falco peregrinus anatum,Peregrine Falcon (Continental),subspecies,,,,Falconiformes,Falconidae,Falco,peregrinus,,,,,0,,,
1231,8500,8480,Falco peregrinus tundrius,Peregrine Falcon (Tundra),subspecies,,,,Falconiformes,Falconidae,Falco,peregrinus,,,,,0,,,
1232,8510,8480,Falco peregrinus pealei,Peregrine Falcon (Peale's),subspecies,3560,3560,peafal,Falconiformes,Falconidae,Falco,peregrinus,Peregrine Falcon,Peregrine Falcon,,,0,,,
1233,8515,8480,Falco peregrinus cassini,Peregrine Falcon (South American),subspecies,,,,Falconiformes,Falconidae,Falco,peregrinus,,,,,0,,,
1234,8520,8520,Falco mexicanus,Prairie Falcon,species,3550,3550,prafal,Falconiformes,Falconidae,Falco,mexicanus,Prairie Falcon,Prairie Falcon,Falco mexicanus,Prairie Falcon,0,,,
1235,8524,8524,Falco sp.,large falcon sp.,spuh,,,larfal,Falconiformes,Falconidae,Falco,,large falcon sp.,,,,0,,,
1236,8528,8528,Falco sp.,small falcon sp.,spuh,,,smafal,Falconiformes,Falconidae,Falco,,small falcon sp.,,,,0,,,
1237,8530,8530,Falco sp.,falcon sp.,spuh,,,falcon,Falconiformes,Falconidae,Falco,,falcon sp.,,,,0,,,
1238,8535,8535,Falconiformes sp.,diurnal raptor sp.,spuh,,,raptor,Falconiformes,Falconidae,,,raptor sp.,,,,0,,,
1239,8540,8540,Coturnicops exquisitus,Swinhoe's Rail,species,,,,Gruiformes,Rallidae,Coturnicops,exquisitus,,,,,0,,,
1240,8550,8550,Coturnicops noveboracensis,Yellow Rail,species,2150,2150,yelrai,Gruiformes,Rallidae,Coturnicops,noveboracensis,Yellow Rail,,Coturnicops noveboracensis,Yellow Rail,0,,,
1241,8560,8550,Coturnicops noveboracensis noveboracensis,Yellow Rail (Northern),subspecies,,,,Gruiformes,Rallidae,Coturnicops,noveboracensis,,,,,0,,,
1242,8570,8550,Coturnicops noveboracensis goldmani,Yellow Rail (Mexican),subspecies,,,,Gruiformes,Rallidae,Coturnicops,noveboracensis,,,,,0,,,
1243,8580,8580,Coturnicops notatus,Speckled Rail,species,,,,Gruiformes,Rallidae,Coturnicops,notatus,,,Coturnicops notatus,Speckled Rail,0,,,
1244,8590,8590,Micropygia schomburgkii,Ocellated Crake,species,,,,Gruiformes,Rallidae,Micropygia,schomburgkii,,,Micropygia schomburgkii,Ocellated Crake,0,,,
1245,8600,8600,Laterallus levraudi,Rusty-flanked Crake,species,,,,Gruiformes,Rallidae,Laterallus,levraudi,,,,,0,,,
1246,8610,8610,Laterallus melanophaius,Rufous-sided Crake,species,,,,Gruiformes,Rallidae,Laterallus,melanophaius,,,Laterallus melanophaius,Rufous-sided Crake,0,,,
1247,8620,8620,Laterallus ruber,Ruddy Crake,species,,,,Gruiformes,Rallidae,Laterallus,ruber,,,Laterallus ruber,Ruddy Crake,0,,,
1248,8630,8630,Laterallus albigularis,White-throated Crake,species,,,,Gruiformes,Rallidae,Laterallus,albigularis,,,Laterallus albigularis,White-throated Crake,0,,,
1249,8640,8630,Laterallus albigularis albigularis,White-throated Crake (Caribbean),subspecies,,,,Gruiformes,Rallidae,Laterallus,albigularis,,,,,0,,,
1250,8650,8630,Laterallus albigularis cinereiceps,White-throated Crake (Pacific),subspecies,,,,Gruiformes,Rallidae,Laterallus,albigularis,,,,,0,,,
1251,8660,8660,Laterallus exilis,Gray-breasted Crake,species,,,,Gruiformes,Rallidae,Laterallus,exilis,,,Laterallus exilis,Gray-breasted Crake,0,,,
1252,8670,8670,Laterallus spilonotus,Galapagos Rail,species,,,,Gruiformes,Rallidae,Laterallus,spilonotus,,,Laterallus spilonotus,Galapagos Rail,0,,,
1253,8680,8680,Laterallus jamaicensis,Black Rail,species,2160,2160,cabrai,Gruiformes,Rallidae,Laterallus,jamaicensis,California Black Rail,,Laterallus jamaicensis,Black Rail,0,,,
1254,8680,8680,Laterallus jamaicensis,Black Rail,species,2160,2160,fabrai,Gruiformes,Rallidae,Laterallus,jamaicensis,Farallone Black Rail,,Laterallus jamaicensis,Black Rail,0,,,
1255,8680,8680,Laterallus jamaicensis,Black Rail,species,2160,2160,blkrai,Gruiformes,Rallidae,Laterallus,jamaicensis,Black Rail,,Laterallus jamaicensis,Black Rail,0,,,
1256,8682,8680,Laterallus jamaicensis [jamaicensis Group],Black Rail (Northern),subspecies,,,,Gruiformes,Rallidae,Laterallus,jamaicensis,,,,,0,,,
1257,8684,8680,Laterallus jamaicensis [salinasi Group],Black Rail (Coastal South America),subspecies,,,,Gruiformes,Rallidae,Laterallus,jamaicensis,,,,,0,,,
1258,8686,8680,Laterallus jamaicensis tuerosi,Black Rail (Junin),subspecies,,,,Gruiformes,Rallidae,Laterallus,jamaicensis,,,,,0,,,
1259,8690,8690,Laterallus leucopyrrhus,Red-and-white Crake,species,,,,Gruiformes,Rallidae,Laterallus,leucopyrrhus,,,Laterallus leucopyrrhus,Rufous-and-white Crake,0,,,
1260,8700,8700,Laterallus xenopterus,Rufous-faced Crake,species,,,,Gruiformes,Rallidae,Laterallus,xenopterus,,,Laterallus xenopterus,Rufous-faced Crake,0,,,
1261,8701,8701,Gallirallus australis,Weka,species,,,,Gruiformes,Rallidae,Gallirallus,australis,,,Gallirallus australis,Weka,0,,,
1262,8702,8702,Gallirallus philippensis,Buff-banded Rail,species,31150,31150,,Gruiformes,Rallidae,Gallirallus,philippensis,Banded Rail,Banded Rail,Gallirallus philippensis,Buff-banded Rail,0,,,
1263,8702.99,8702.99,Gallirallus owstoni,Guam Rail,species,90490,90490,,Gruiformes,Rallidae,Gallirallus,owstoni,Guam Rail,Guam Rail,Gallirallus owstoni,Guam Rail,0,,,
1264,8702.99,8702.99,Gallirallus wakensis,Wake Rail,species,90500,90500,,Gruiformes,Rallidae,Gallirallus,wakensis,Wake Rail,Wake Rail,,,0,,,
1265,8710,8710,Crex crex,Corn Crake,species,2170,2170,,Gruiformes,Rallidae,Crex,crex,,,Crex crex,Corn Crake,0,,,
1266,8720,8720,Rallus longirostris,Clapper Rail,species,2110,2110,cacrai,Gruiformes,Rallidae,Rallus,longirostris,California Clapper Rail,,Rallus longirostris,Clapper Rail,0,,,
1267,8720,8720,Rallus longirostris,Clapper Rail,species,2110,2110,flcrai,Gruiformes,Rallidae,Rallus,longirostris,Florida Clapper Rail,,Rallus longirostris,Clapper Rail,0,,,
1268,8720,8720,Rallus longirostris,Clapper Rail,species,2110,2110,lifrai,Gruiformes,Rallidae,Rallus,longirostris,Light-footed Rail,,Rallus longirostris,Clapper Rail,0,,,
1269,8720,8720,Rallus longirostris,Clapper Rail,species,2110,2110,nocrai,Gruiformes,Rallidae,Rallus,longirostris,Northern Clapper Rail,,Rallus longirostris,Clapper Rail,0,,,
1270,8720,8720,Rallus longirostris,Clapper Rail,species,2110,2110,sccrai,Gruiformes,Rallidae,Rallus,longirostris,Scott's Clapper Rail,,Rallus longirostris,Clapper Rail,0,,,
1271,8720,8720,Rallus longirostris,Clapper Rail,species,2110,2110,wacrai,Gruiformes,Rallidae,Rallus,longirostris,Wayne's Clapper Rail,,Rallus longirostris,Clapper Rail,0,,,
1272,8720,8720,Rallus longirostris,Clapper Rail,species,2110,2110,wecrai,Gruiformes,Rallidae,Rallus,longirostris,(Western) Clapper Rail,,Rallus longirostris,Clapper Rail,0,,,
1273,8720,8720,Rallus longirostris,Clapper Rail,species,2110,2110,clarai,Gruiformes,Rallidae,Rallus,longirostris,Clapper Rail,,Rallus longirostris,Clapper Rail,0,,,
1274,8730,8720,Rallus longirostris crepitans/waynei,Clapper Rail (Atlantic Coast),subspecies,,,,Gruiformes,Rallidae,Rallus,longirostris,,,,,0,,,
1275,8740,8720,Rallus longirostris [scottii Group],Clapper Rail (Gulf Coast),subspecies,,,,Gruiformes,Rallidae,Rallus,longirostris,,,,,0,,,
1276,8750,8720,Rallus longirostris obsoletus,Clapper Rail (San Francisco Bay),subspecies,,,,Gruiformes,Rallidae,Rallus,longirostris,,,,,0,,,
1277,8760,8720,Rallus longirostris levipes,Clapper Rail (Light-footed),subspecies,2110,2110,lfcrai,Gruiformes,Rallidae,Rallus,longirostris,(Light-footed) Clapper Rail,,,,0,,,
1278,8770,8720,Rallus longirostris yumaensis,Clapper Rail (Yuma),subspecies,2110,2110,yucrai,Gruiformes,Rallidae,Rallus,longirostris,(Yuma) Clapper Rail,,,,0,,,
1279,8780,8780,Rallus elegans,King Rail,species,2080,2080,kinrai,Gruiformes,Rallidae,Rallus,elegans,King Rail,,Rallus elegans,King Rail,0,,,
1280,8790,8790,Rallus longirostris/elegans,Clapper/King Rail,slash,,,y00021,Gruiformes,Rallidae,Rallus,,Clapper Rail/King Rail,,,,0,,,
1281,8800,8800,Rallus wetmorei,Plain-flanked Rail,species,,,,Gruiformes,Rallidae,Rallus,wetmorei,,,,,0,,,
1282,8810,8810,Rallus limicola,Virginia Rail,species,2120,2120,virrai,Gruiformes,Rallidae,Rallus,limicola,Virginia Rail,,Rallus limicola,Virginia Rail,0,,,
1283,8815,8815,Rallus elegans/limicola,King/Virginia Rail,slash,,,,Gruiformes,Rallidae,Rallus,elegans/limicola,,,,,0,,,
1284,8820,8820,Rallus semiplumbeus,Bogota Rail,species,,,,Gruiformes,Rallidae,Rallus,semiplumbeus,,,,,0,,,
1285,8830,8830,Rallus antarcticus,Austral Rail,species,,,,Gruiformes,Rallidae,Rallus,antarcticus,,,Rallus antarcticus,Austral Rail,0,,,
1286,8840,8840,Rallus aquaticus,Water Rail,species,,,,Gruiformes,Rallidae,Rallus,aquaticus,,,Rallus aquaticus,Water Rail,0,,,
1287,8840.99,8840.99,Rallus,Rallus sp.,spuh,,,rallus,Gruiformes,Rallidae,Rallus,,Rallus sp.,,,,0,,,
1288,8841,8841,Lewinia muelleri,Auckland Islands Rail,species,,,,Gruiformes,Rallidae,Lewinia,muelleri,,,Lewinia muelleri,Auckland Islands Rail,0,,,
1289,8850,8850,Aramides ypecaha,Giant Wood-Rail,species,,,,Gruiformes,Rallidae,Aramides,ypecaha,,,Aramides ypecaha,Giant Wood-Rail,0,,,
1290,8860,8860,Aramides wolfi,Brown Wood-Rail,species,,,,Gruiformes,Rallidae,Aramides,wolfi,,,Aramides wolfi,Brown Wood-Rail,0,,,
1291,8870,8870,Aramides mangle,Little Wood-Rail,species,,,,Gruiformes,Rallidae,Aramides,mangle,,,Aramides mangle,Little Wood-Rail,0,,,
1292,8880,8880,Aramides axillaris,Rufous-necked Wood-Rail,species,,,,Gruiformes,Rallidae,Aramides,axillaris,,,Aramides axillaris,Rufous-necked Wood-Rail,0,,,
1293,8890,8890,Aramides cajanea,Gray-necked Wood-Rail,species,,,,Gruiformes,Rallidae,Aramides,cajanea,,,Aramides cajanea,Gray-necked Wood-Rail,0,,,
1294,8900,8900,Aramides calopterus,Red-winged Wood-Rail,species,,,,Gruiformes,Rallidae,Aramides,calopterus,,,,,0,,,
1295,8910,8910,Aramides saracura,Slaty-breasted Wood-Rail,species,,,,Gruiformes,Rallidae,Aramides,saracura,,,Aramides saracura,Slaty-breasted Wood-Rail,0,,,
1296,8920,8920,Amaurolimnas concolor,Uniform Crake,species,,,,Gruiformes,Rallidae,Amaurolimnas,concolor,,,Amaurolimnas concolor,Uniform Crake,0,,,
1297,8930,8930,Anurolimnas castaneiceps,Chestnut-headed Crake,species,,,,Gruiformes,Rallidae,Anurolimnas,castaneiceps,,,Anurolimnas castaneiceps,Chestnut-headed Crake,0,,,
1298,8940,8940,Anurolimnas viridis,Russet-crowned Crake,species,,,,Gruiformes,Rallidae,Anurolimnas,viridis,,,Anurolimnas viridis,Russet-crowned Crake,0,,,
1299,8950,8950,Anurolimnas fasciatus,Black-banded Crake,species,,,,Gruiformes,Rallidae,Anurolimnas,fasciatus,,,,,0,,,
1300,8951,8951,Porzana parva,Little Crake,species,,,,Gruiformes,Rallidae,Porzana,parva,,,Porzana parva,Little Crake,0,,,
1301,8952,8952,Porzana pusilla,Baillon's Crake,species,,,,Gruiformes,Rallidae,Porzana,pusilla,,,Porzana pusilla,Baillon's Crake,0,,,
1302,8960,8960,Porzana palmeri,Laysan Rail,species,,,,Gruiformes,Rallidae,Porzana,palmeri,,,,,0,,,
1303,8970,8970,Porzana porzana,Spotted Crake,species,2130,2130,,Gruiformes,Rallidae,Porzana,porzana,,,Porzana porzana,Spotted Crake,0,,,
1304,8980,8980,Porzana carolina,Sora,species,2140,2140,sora,Gruiformes,Rallidae,Porzana,carolina,Sora,,Porzana carolina,Sora,0,,,
1305,8980.99,8980.99,Porzana carolina/Rallus limicola,Sora/Virginia Rail,slash,,,y00158,Gruiformes,Rallidae,,,Sora/Virginia Rail,,,,0,,,
1306,8990,8990,Porzana sandwichensis,Hawaiian Rail,species,,,,Gruiformes,Rallidae,Porzana,sandwichensis,,,,,0,,,
1307,9000,9000,Porzana flaviventer,Yellow-breasted Crake,species,10860,10860,,Gruiformes,Rallidae,Porzana,flaviventer,Yellow-breasted Crake,Yellow-breasted Crake,Porzana flaviventer,Yellow-breasted Crake,0,,,
1308,9010,9010,Porzana spiloptera,Dot-winged Crake,species,,,,Gruiformes,Rallidae,Porzana,spiloptera,,,,,0,,,
1309,9020,9020,Porzana albicollis,Ash-throated Crake,species,,,,Gruiformes,Rallidae,Porzana,albicollis,,,Porzana albicollis,Ash-throated Crake,0,,,
1310,9021,9021,Porzana tabuensis,Spotless Crake,species,31190,31190,,Gruiformes,Rallidae,Porzana,tabuensis,,,Porzana tabuensis,Spotless Crake,0,,,
1311,9030,9030,Neocrex colombiana,Colombian Crake,species,,,,Gruiformes,Rallidae,Neocrex,colombiana,,,,,0,,,
1312,9040,9040,Neocrex erythrops,Paint-billed Crake,species,2171,2171,,Gruiformes,Rallidae,Neocrex,erythrops,,,Neocrex erythrops,Paint-billed Crake,0,,,
1313,9040.99,9040.99,Rallina eurizonoides,Banded Crake,species,21810,21810,,Gruiformes,Rallidae,Rallina,eurizonoides,Slaty-legged Crake,Banded Crake,Rallina eurizonoides,Slaty-legged Crake,0,,,
1314,9040.99,9040.99,Rallina fasciata,Red-legged Crake,species,31120,31120,,Gruiformes,Rallidae,Rallina,fasciata,Red-legged Crake,Red-legged Crake,Rallina fasciata,Red-legged Crake,0,,,
1315,9040.99,9040.99,Porzana cinerea,White-browed Crake,species,21860,21860,,Gruiformes,Rallidae,Porzana,cinerea,White-browed Crake,White-browed Crake,Porzana cinerea,White-browed Crake,0,,,
1316,9040.99,9040.99,Porzana monasa,Kosrae Crake,species,90590,90590,,Gruiformes,Rallidae,Porzana,monasa,Kosrae Crake,Kosrae Crake,,,0,,,
1317,9050,9050,Cyanolimnas cerverai,Zapata Rail,species,,,,Gruiformes,Rallidae,Cyanolimnas,cerverai,,,,,0,,,
1318,9060,9060,Pardirallus maculatus,Spotted Rail,species,2122,2122,,Gruiformes,Rallidae,Pardirallus,maculatus,,,Pardirallus maculatus,Spotted Rail,0,,,
1319,9070,9070,Pardirallus nigricans,Blackish Rail,species,,,,Gruiformes,Rallidae,Pardirallus,nigricans,,,Pardirallus nigricans,Blackish Rail,0,,,
1320,9080,9080,Pardirallus sanguinolentus,Plumbeous Rail,species,,,,Gruiformes,Rallidae,Pardirallus,sanguinolentus,,,Pardirallus sanguinolentus,Plumbeous Rail,0,,,
1321,9085,9085,Rallidae sp.,rail sp.,spuh,,,rail,Gruiformes,Rallidae,Rallidae,,rail sp.,,,,0,,,
1322,9085.99,9085.99,Rallinae,small rail sp.,spuh,,,smarai,Gruiformes,Rallidae,,,small rail sp.,,,,0,,,
1323,9085.99,9085.99,Rallus,large rail sp.,spuh,,,larrai,Gruiformes,Rallidae,,,large rail sp.,,,,0,,,
1324,9090,9090,Porphyrio porphyrio,Purple Swamphen,species,21930,21930,purswa,Gruiformes,Rallidae,Porphyrio,porphyrio,Purple Swamphen,,Porphyrio porphyrio,Purple Swamphen,0,,,
1325,9091,9091,Porphyrio mantelli,Takahe,species,,,,Gruiformes,Rallidae,Porphyrio,mantelli,,,Porphyrio mantelli,Takahe,0,,,
1326,9100,9100,Porphyrio martinica,Purple Gallinule,species,2180,2180,purgal,Gruiformes,Rallidae,Porphyrio,martinica,Purple Gallinule,,Porphyrio martinica,Purple Gallinule,0,,,
1327,9100,9100,Porphyrio martinica,Purple Gallinule,species,2180,2180,purgal1,Gruiformes,Rallidae,Porphyrio,martinica,Purple Gallinule,,Porphyrio martinica,Purple Gallinule,0,,,
1328,9100,9100,Porphyrio martinica,Purple Gallinule,species,2180,2180,purgal2,Gruiformes,Rallidae,Porphyrio,martinica,Purple Gallinule,,Porphyrio martinica,Purple Gallinule,0,,,
1329,9110,9110,Porphyrio flavirostris,Azure Gallinule,species,,,,Gruiformes,Rallidae,Porphyrio,flavirostris,,,Porphyrio flavirostris,Azure Gallinule,0,,,
1330,9120,9120,Gallinula chloropus,Common Moorhen,species,2190,2190,comgal,Gruiformes,Rallidae,Gallinula,chloropus,Common Gallinule,,Gallinula chloropus,Common Moorhen,0,,,
1331,9120,9120,Gallinula chloropus,Common Moorhen,species,2190,2190,flogal,Gruiformes,Rallidae,Gallinula,chloropus,Florida Gallinule,,Gallinula chloropus,Common Moorhen,0,,,
1332,9120,9120,Gallinula chloropus,Common Moorhen,species,2190,2190,commoo,Gruiformes,Rallidae,Gallinula,chloropus,Common Moorhen,,Gallinula chloropus,Common Moorhen,0,,,
1333,9120,9120,Gallinula chloropus,Common Moorhen (Hawaiian),subspecies,2190,2190,hawgal,Gruiformes,Rallidae,Gallinula,chloropus,Hawaiian Gallinule,,Gallinula chloropus,Common Moorhen,0,,,
1334,9120.3,9120,Gallinula chloropus [cachinnans Group],Common Moorhen (American),subspecies,,,,Gruiformes,Rallidae,Gallinula,chloropus,,,,,0,,,
1335,9120.7,9120,Gallinula chloropus sandvicensis,Common Moorhen (Hawaiian),subspecies,2190,2190,hawmoo,Gruiformes,Rallidae,Gallinula,chloropus,Hawaiian Moorhen,,,,0,,,
1336,9121,9121,Gallinula tenebrosa,Dusky Moorhen,species,,,,Gruiformes,Rallidae,Gallinula,tenebrosa,,,Gallinula tenebrosa,Dusky Moorhen,0,,,
1337,9130,9130,Gallinula angulata,Lesser Moorhen,species,,,,Gruiformes,Rallidae,Gallinula,angulata,,,Gallinula angulata,Lesser Moorhen,0,,,
1338,9140,9140,Gallinula melanops,Spot-flanked Gallinule,species,,,,Gruiformes,Rallidae,Gallinula,melanops,,,Gallinula melanops,Spot-flanked Gallinule,0,,,
1339,9141,9141,Gallinula ventralis,Black-tailed Native-hen,species,,,,Gruiformes,Rallidae,Gallinula,ventralis,,,Gallinula ventralis,Black-tailed Native-hen,0,,,
1340,9150,9150,Fulica armillata,Red-gartered Coot,species,,,,Gruiformes,Rallidae,Fulica,armillata,,,Fulica armillata,Red-gartered Coot,0,,,
1341,9160,9160,Fulica rufifrons,Red-fronted Coot,species,,,,Gruiformes,Rallidae,Fulica,rufifrons,,,Fulica rufifrons,Red-fronted Coot,0,,,
1342,9170,9170,Fulica gigantea,Giant Coot,species,,,,Gruiformes,Rallidae,Fulica,gigantea,,,Fulica gigantea,Giant Coot,0,,,
1343,9180,9180,Fulica cornuta,Horned Coot,species,,,,Gruiformes,Rallidae,Fulica,cornuta,,,Fulica cornuta,Horned Coot,0,,,
1344,9190,9190,Fulica atra,Eurasian Coot,species,2200,2200,,Gruiformes,Rallidae,Fulica,atra,,,Fulica atra,Eurasian Coot,0,,,
1345,9200,9200,Fulica alai,Hawaiian Coot,species,2201,2201,hawcoo,Gruiformes,Rallidae,Fulica,alai,Hawaiian Coot,,,,0,,,
1346,9210,9210,Fulica americana,American Coot,species,2210,2210,coot,Gruiformes,Rallidae,Fulica,americana,Coot,,Fulica americana,American Coot,0,,,
1347,9210,9210,Fulica americana,American Coot,species,2210,2210,amecoo,Gruiformes,Rallidae,Fulica,americana,American Coot,,Fulica americana,American Coot,0,,,
1348,9220,9220,Fulica americana x caribaea,American x Caribbean Coot (hybrid),hybrid,,,,Gruiformes,Rallidae,Fulica,,,,,,0,,,
1349,9230,9230,Fulica caribaea,Caribbean Coot,species,2211,2211,carcoo,Gruiformes,Rallidae,Fulica,caribaea,Caribbean Coot,,,,0,,,
1350,9240,9240,Fulica americana/caribaea,American/Caribbean Coot,slash,,,,Gruiformes,Rallidae,Fulica,americana/caribaea,,,,,0,,,
1351,9250,9250,Fulica ardesiaca,Slate-colored Coot,species,,,,Gruiformes,Rallidae,Fulica,ardesiaca,,,Fulica ardesiaca,Slate-colored Coot,0,,,
1352,9260,9260,Fulica leucoptera,White-winged Coot,species,,,,Gruiformes,Rallidae,Fulica,leucoptera,,,Fulica leucoptera,White-winged Coot,0,,,
1353,9265,9265,Fulica sp.,coot sp.,spuh,,,,Gruiformes,Rallidae,Fulica,,,,,,0,,,
1354,9265.99,9265.99,Rallinae,gallinule sp.,spuh,,,gallin,Gruiformes,Rallidae,,,gallinule sp.,,,,0,,,
1355,9270,9270,Heliornis fulica,Sungrebe,species,,,,Gruiformes,Heliornithidae,Heliornis,fulica,,,Heliornis fulica,Sungrebe,0,,,
1356,9280,9280,Eurypyga helias,Sunbittern,species,,,,Gruiformes,Eurypygidae,Eurypyga,helias,,,Eurypyga helias,Sunbittern,0,,,
1357,9290,9290,Cariama cristata,Red-legged Seriema,species,,,,Gruiformes,Cariamidae,Cariama,cristata,,,Cariama cristata,Red-legged Seriema,0,,,
1358,9300,9300,Chunga burmeisteri,Black-legged Seriema,species,,,,Gruiformes,Cariamidae,Chunga,burmeisteri,,,Chunga burmeisteri,Black-legged Seriema,0,,,
1359,9310,9310,Aramus guarauna,Limpkin,species,2070,2070,limpki,Gruiformes,Aramidae,Aramus,guarauna,Limpkin,,Aramus guarauna,Limpkin,0,,,
1360,9320,9320,Psophia crepitans,Gray-winged Trumpeter,species,,,,Gruiformes,Psophiidae,Psophia,crepitans,,,Psophia crepitans,Gray-winged Trumpeter,0,,,
1361,9330,9330,Psophia leucoptera,Pale-winged Trumpeter,species,,,,Gruiformes,Psophiidae,Psophia,leucoptera,,,Psophia leucoptera,Pale-winged Trumpeter,0,,,
1362,9340,9340,Psophia viridis,Dark-winged Trumpeter,species,,,,Gruiformes,Psophiidae,Psophia,viridis,,,Psophia viridis,Dark-winged Trumpeter,0,,,
1363,9350,9350,Balearica pavonina,Black Crowned-Crane,species,,,,Gruiformes,Gruidae,Balearica,pavonina,,,Balearica pavonina,Black Crowned-Crane,0,,,
1364,9360,9360,Balearica regulorum,Gray Crowned-Crane,species,,,,Gruiformes,Gruidae,Balearica,regulorum,,,Balearica regulorum,Gray Crowned-Crane,0,,,
1365,9370,9370,Grus antigone,Sarus Crane,species,,,,Gruiformes,Gruidae,Grus,antigone,,,Grus antigone,Sarus Crane,0,,,
1366,9380,9380,Grus canadensis,Sandhill Crane,species,2060,2060,lbscra,Gruiformes,Gruidae,Grus,canadensis,Little Brown Sandhill Crane,,Grus canadensis,Sandhill Crane,0,,,
1367,9380,9380,Grus canadensis,Sandhill Crane,species,2060,2060,libcra,Gruiformes,Gruidae,Grus,canadensis,Little Brown Crane,,Grus canadensis,Sandhill Crane,0,,,
1368,9380,9380,Grus canadensis,Sandhill Crane,species,2060,2060,sancra,Gruiformes,Gruidae,Grus,canadensis,Sandhill Crane,,Grus canadensis,Sandhill Crane,0,,,
